ID,HS_NAME,HS_CEEB_CODE,HS_LATITUDE,HS_LONGITUDE,HS_ADDRESS,HS_STATE_TYPE_ID,HS_CITY_TYPE_ID,DBT_SYNCED_AT
6539,Lakeview High School,232260,43.435457,-85.283163,9800 Youngman Rd,5,3969,11:19.7
6540,Lakeville High School,232893,43.165958,-83.461478,12455 Wilson Rd,5,3797,11:19.7
6541,Lakewood High School,233800,42.759652,-85.113927,7223 Velte Rd,5,3968,11:19.7
6542,Lamphere High School,232383,42.523646,-83.112589,610 W 13 Mile Rd,5,3651,11:19.7
6543,Lamphere Center,230323,42.508418,-83.099243,29685 Tawas St,5,3651,11:19.7
6544,Beekman Center,230184,42.697859,-84.510627,2901 Wabash Rd,5,3926,11:19.7
6545,Lansing Adult Education,230567,42.673416,-84.592168,5815 Wise Rd,5,3926,11:19.7
6546,Eastern High School,232270,42.740176,-84.525853,626 Marshall St,5,3926,11:19.7
6547,Everett High School,232275,42.692835,-84.552796,3900 Stabler St,5,3926,11:19.7
6548,J.W. Sexton High School,232280,42.730984,-84.575278,102 Mcpherson Ave,5,3926,11:19.7
6549,Ingham Academy Family Center,230022,42.697394,-84.573748,1601 W Holmes Rd,5,3926,11:19.7
6550,Ingham Academy Family Center,230173,42.697394,-84.573748,1601 W Holmes Rd,5,3926,11:19.7
6551,Woodcreek Achievement Center,230156,42.695383,-84.606606,4000 Woodcreek Ln,5,3926,11:19.7
6552,Woodcreek Achievement Center,231748,42.695383,-84.606606,4000 Woodcreek Ln,5,3926,11:19.7
6553,Wainwright School,230188,42.690746,-84.592857,4200 Wainwright Ave,5,3926,11:19.7
6554,Lapeer High School,232302,43.03958,-83.303628,933 S Saginaw St,5,3755,11:19.7
6555,Center For Innovation,232299,43.055971,-83.342629,170 Millville Rd,5,3755,11:19.7
6556,Lawrence Junior Senior High School,232310,42.219396,-86.059319,650 West Saint Joseph,5,4038,11:19.7
6557,Lawton Accelerated Academic Center,230251,42.16726,-85.84695,101 Primary Way,5,4039,11:19.7
6558,Lawton High School,232315,42.16726,-85.84695,101 Blue Pride Dr,5,4039,11:19.7
6559,Leland Public School,232320,45.019585,-85.756441,200 N Grand Ave,5,4349,11:19.7
6560,Cedarville School,230530,46.007211,-84.276199,298 E M-134 Po Box 366,5,4288,11:19.7
6561,Leslie High School,232330,42.461509,-84.442994,4141 Hull Rd,5,4146,11:19.7
6562,Leslie High School,232331,42.461509,-84.442994,4141 Hull Rd,5,4146,11:19.7
6563,Lincoln Senior High School,233830,42.157176,-83.611054,7525 Willis Rd,5,3711,11:19.7
6564,Lincoln Park High School,232335,42.246876,-83.190034,1701 Champaign Rd,5,3690,11:19.7
6565,Linden High School,232340,42.810608,-83.812637,7201 Silver Lake Rd,5,3758,11:19.7
6566,Litchfield High School,232345,42.045693,-84.758431,210 Williams Street,5,4147,11:19.7
6567,Alanson Public School,230030,45.44419,-84.789882,7400 North St,5,4365,11:19.7
6568,Livonia Career Technical Center,230506,42.355125,-83.410722,8985 Newburgh Rd,5,3691,11:19.7
6569,Stevenson High School,232358,42.413017,-83.382197,33500 6 Mile Rd,5,3691,11:19.7
6570,Franklin High School,232352,42.35421,-83.347529,31000 Joy Rd,5,3691,11:19.7
6571,Churchill High School,232359,42.354184,-83.41029,8900 Newburgh Rd,5,3691,11:19.7
6572,Macomb County Juvenile Justice Center School,230413,42.616242,-82.893402,400 N Rose St,5,3612,11:19.7
6573,L'Anse Creuse High School,232654,42.587734,-82.821517,38495 L Anse Creuse Rd,5,3611,11:19.7
6574,L'Anse Creuse High School North,232653,42.638916,-82.870106,23700 21 Mile Rd,5,3610,11:19.7
6575,Dianne M Pellerin Center,230740,42.646443,-83.468238,24001 F V Pankow Blvd,5,3609,11:19.7
6576,Lowell Senior High School,232360,42.955599,-85.378986,11700 Vergennes St,5,4126,11:19.7
6577,Unity Alternative School,232362,42.937058,-85.337956,320 Monroe Street,5,4126,11:19.7
6578,Ludington High School,232365,43.961671,-86.437258,508 N Washington Ave,5,4211,11:19.7
6579,Mackinac Island School,232393,45.85046,-84.617222,7846 Main Street Po Box 340,5,4308,11:19.7
6580,Mackinaw City K12 School,232395,45.780698,-84.74492,609 W Central Ave,5,4363,11:19.7
6581,Madison High School,230408,42.493012,-83.09773,915 E 11 Mile Rd,5,3651,11:19.7
6582,Madison High School,232384,42.48587,-83.1052,915 East Eleven Mile Road,5,3651,11:19.7
6583,Madison Virtual Academy,231313,42.487553,-83.103567,26524 John R Rd,5,3651,11:19.7
6584,Madison Virtual Academy,232389,42.487553,-83.103567,26524 John R Rd,5,3651,11:19.7
6585,Madison High School,230012,41.867337,-84.018538,3498 Treat Hwy,5,4069,11:19.7
6586,Mancelona High School,232385,44.899454,-85.071694,9300 West Limits Po Box 739,5,4353,11:19.7
6587,Manchester Junior Senior High School,232390,42.159036,-84.035001,20500 Dutch Dr,5,3665,11:19.7
6588,Manistee Middle High School,232400,44.234894,-86.324589,525 12Th St,5,4354,11:19.7
6589,Manistique Alternative Education Center,230346,45.958483,-86.246984,100 N Cedar St,5,4404,11:19.7
6590,Manistique Middle And High School,232410,45.958483,-86.246984,100 N Cedar St,5,4404,11:19.7
6591,Manton Consolidated High School,232415,44.405909,-85.395732,105 5Th St,5,4355,11:19.7
6592,Maple Valley Pathways High School,230557,42.611753,-85.056291,11090 Nashville Hwy,5,4054,11:19.7
6593,Maple Valley Junior Senior High School,233655,42.611753,-85.056291,11090 Nashville Highway,5,4054,11:19.7
6594,Volinia Outcome Base School,230063,42.008635,-85.857579,Po Box 48,5,4041,11:19.7
6595,Volinia Outcome Base School,230071,42.008635,-85.857579,Po Box 48,5,4041,11:19.7
6596,Marcellus High School,232425,42.025155,-85.808351,303 Arbor St E,5,4041,11:19.7
6597,Marion High School,232445,44.10231,-85.131958,2213 20 Mile Road Po Box O,5,4357,11:19.7
6598,Marlette Junior Senior High School,232450,43.327455,-83.075856,3051 Moore St,5,3759,11:19.7
6599,Marshall Opportunity High School,230868,42.258855,-84.753684,225 E Watson St,5,4070,11:19.7
6600,Marshall High School,232475,42.282766,-84.954659,701 N Marshall Ave,5,4042,11:19.7
6601,Martin High School,232480,42.536201,-85.637252,1556 Chalmers Street Po Box 241,5,4043,11:19.7
6602,Marysville High School,232485,42.909198,-82.474249,555 E Huron Blvd,5,3628,11:19.7
6603,Mason High School,232490,42.572249,-84.438812,1001 South Barnes Street,5,3900,11:19.7
6604,Mason Senior High School,230818,41.739337,-83.601954,2400 Mason Eagle Drive,5,3661,11:19.7
6605,Mason Senior High School,231367,41.739337,-83.601954,2400 Mason Eagles Dr,5,3661,11:19.7
6606,Mason County Central High School,233440,43.955685,-86.277558,210 W Broadway Ave,5,4223,11:19.7
6607,Academy Of Science Math And Technology Early College High School,230299,43.957349,-86.333273,2130 W. Us 10,5,4211,11:19.7
6608,Academy Of Science Math And Technology Early College High School,230378,43.957349,-86.333273,2130 West Us Highway 10,5,4211,11:19.7
6609,Academy Of Science Math And Technology Early College High School,230573,43.957349,-86.333273,2130 West Us Highway 10,5,4211,11:19.7
6610,Mason County Eastern High School,230750,43.952453,-86.215347,18 S Main St,5,4203,11:19.7
6611,Mattawan High School,231342,42.215051,-85.790145,56720 Murray St,5,4044,11:19.7
6612,Mattawan High School,232500,42.215051,-85.790145,56720 Murray St,5,4044,11:19.7
6613,Mayville High School,232505,43.332849,-83.352304,6250 Fulton Street,5,3935,11:19.7
6614,McBain High School,231739,44.193958,-85.209788,107 E Maple St,5,4352,11:19.7
6615,McBain High School,232510,44.193958,-85.209788,107 East Maple St,5,4352,11:19.7
6616,Melvindale High School,232525,42.27888,-83.185883,18656 Prospect Street,5,3645,11:19.7
6617,Memphis Junior High School,232530,42.941032,-82.804636,Po Box 201,5,3629,11:19.7
6618,Mendon Middle High School,232535,42.013607,-85.443736,148 Kirby Rd,5,4045,11:19.7
6619,Menominee High School,232540,45.118028,-87.624783,2101 18Th Street,5,4433,11:19.7
6620,Merrill High School,232545,43.408705,-84.335235,555 W Alice St,5,3817,11:19.7
6621,Mesick Consolidated Junior Senior High School,232560,44.39912,-85.629669,Po Box 275,5,4270,11:19.7
6622,Michigan Center Junior Senior High School,232570,42.222936,-84.337637,400 South State Street,5,4149,11:19.7
6623,Special Education Services,230311,43.613738,-84.233873,815 State St,5,3818,11:19.7
6624,Midland High School,232585,43.619301,-84.212229,1301 Eastlawn Dr,5,3818,11:19.7
6625,Herbert Henry Dow High School,232582,43.64111,-84.274105,3901 N Saginaw Rd,5,3818,11:19.7
6626,Juvenile Care Center,230426,43.626437,-84.182151,3712 East Ashman St,5,3818,11:19.7
6627,Mid Peninsula School,233200,45.98541,-87.111175,5055 St Nicholas 31St Road,5,4409,11:19.7
6628,Milan High School,232590,42.078592,-83.702902,200 Big Red Dr,5,3667,11:19.7
6629,Milan Alternative Education,230732,42.092804,-83.682484,920 North St,5,3667,11:19.7
6630,Millington High School,231558,43.281133,-83.519385,8780 Dean Dr,5,3937,11:19.7
6631,Millington High School,232601,43.281133,-83.519385,8780 Dean Dr,5,3937,11:19.7
6632,M.A.L.C.,230597,43.280783,-83.52351,8537 Gleason St,5,3937,11:19.7
6633,Mioausable High School,232605,44.652099,-84.142024,1110 W 8Th St,5,3819,11:19.7
6634,Mona Shores High School,232704,43.184561,-86.273202,1121 Seminole Rd,5,4193,11:19.7
6635,Orchard Center High School,232614,41.901469,-83.377443,1750 Oak Street,5,3668,11:19.7
6636,Monroe High School,232612,41.918897,-83.437814,901 Herr Rd,5,3668,11:19.7
6637,Montague High School,231072,43.429348,-86.361678,4855 Eilers Rd,5,4215,11:19.7
6638,Montague High School,232625,43.42382,-86.360664,4900 Stanton Blvd,5,4215,11:19.7
6639,Montrose Alternative Education Center,231148,43.17669,-83.89274,Po Box 3129,5,3792,11:19.7
6640,Hillmccloy High School,232630,43.184044,-83.884364,301 Nanita Drive Po Box 3129,5,3792,11:19.7
6641,Morenci Middle and High School,232640,41.721346,-84.209892,304 Page St,5,4151,11:19.7
6642,Morley Stanwood High School,231317,43.536277,-85.44371,4700 Northland Dr,5,4130,11:19.7
6643,Morley Stanwood High School,232645,43.536277,-85.44371,4700 Northland Dr,5,4130,11:19.7
6644,Morrice Area High School,232650,42.841537,-84.175976,691 Purdy Ln,5,3903,11:19.7
6645,Mount Clemens High School,232655,42.595807,-82.883035,155 Cass Ave,5,3612,11:19.7
6646,Mt. Morris Education & Community Center,230564,43.118879,-83.689795,1000 E Mount Morris St,5,3793,11:19.7
6647,Mt. Morris Education & Community Center,230606,43.118879,-83.689795,1000 E Mount Morris St,5,3793,11:19.7
6648,Mt. Morris Education & Community Center,230743,43.118879,-83.689795,1000 E Mount Morris St,5,3793,11:19.7
6649,Mt. Morris Education & Community Center,232661,43.118879,-83.689795,1000 E Mount Morris St,5,3793,11:19.7
6650,Elizabeth Ann Johnson Memorial High School,232670,43.123551,-83.716105,8041 Neff Rd,5,3793,11:19.7
6651,Kinney School,230162,43.610149,-84.770793,720 N Kinney Ave,5,3904,11:19.7
6652,Kinney School,230712,43.610149,-84.770793,720 N Kinney Ave,5,3904,11:19.7
6653,Mt. Pleasant Community Education,230194,43.586219,-84.747663,3480 South Isabella Rd Ste 2,5,3904,11:19.7
6654,Mt. Pleasant High School,232680,43.593034,-84.764914,1155 South Elizabeth,5,3904,11:19.7
6655,WAY Oasis,232675,43.586219,-84.747663,3480 S Isabella Rd,5,3904,11:19.7
6656,Isabella County Day Treatment,230187,43.593782,-84.747647,3350 S Isabella Rd,5,3904,11:19.7
6657,Munising Middle High School,232695,46.416763,-86.662947,810 State Highway M28 W,5,4435,11:19.7
6658,Muskegon High School,232707,43.226036,-86.246698,80 W Southern Ave,5,4193,11:19.7
6659,Ackerson Lake Community Education,231338,42.164338,-84.24575,Po Box 308,5,4087,11:19.7
6660,Napoleon High School,232730,42.164338,-84.24575,Po Box 308,5,4087,11:19.7
6661,Negaunee High School,232750,46.504809,-87.614972,500 W Arch St,5,4439,11:19.7
6662,New Buffalo Senior High School,232780,41.795399,-86.727364,1112 E Clay St,5,4138,11:19.7
6663,New Haven High School,231363,42.744267,-82.804166,P.O. Box 482000,5,3614,11:19.7
6664,New Haven High School,232785,42.725313,-82.790109,57700 Gratiot Ave Po Box 482000,5,3614,11:19.7
6665,New Haven High School,232786,42.744267,-82.804166,Po Box 482000,5,3614,11:19.7
6666,New Lothrop High School,232790,43.116891,-83.973028,9285 Easton Rd,5,3794,11:19.7
6667,Newaygo High School,230935,43.444927,-85.73898,Po Box 820,5,4168,11:19.7
6668,Newaygo High School,232760,43.410768,-85.797677,200 East St Po Box 820,5,4168,11:19.7
6669,Newberry Area School,232775,46.348702,-85.50966,700 Newberry Ave,5,4440,11:19.7
6670,Westwood High School,232740,46.484448,-87.724056,300 Westwood Dr,5,4401,11:19.7
6671,Cedar Lane Alternative Education,231608,41.823992,-86.23473,1 Tyler St,5,4140,11:19.7
6672,Niles Adult Education,230552,41.826444,-86.26597,111 Spruce St,5,4140,11:19.7
6673,Niles Adult Education,230616,41.826444,-86.26597,111 Spruce Street,5,4140,11:19.7
6674,Niles Adult Education,232813,41.826444,-86.26597,111 Spruce St,5,4140,11:19.7
6675,Niles Senior High School,232810,41.834936,-86.24046,1441 Eagle St,5,4140,11:19.7
6676,Southside Special Education School,230077,41.81941,-86.241325,1450 Silverbrook Ave,5,4140,11:19.7
6677,North Adamsjerome Middlehigh School,232815,41.9624,-84.525349,4555 Knowles Rd,5,4088,11:19.7
6678,Quest High School,230237,43.22947,-83.19661,Po Box 3620,5,3795,11:19.7
6679,North Branch High School,232820,43.22947,-83.19661,Po Box 3620,5,3795,11:19.7
6680,Grosse Pointe South High School,231802,42.39104,-82.902518,11 Grosse Pointe Blvd,5,3706,11:19.7
6681,Grosse Pointe North High School,231801,42.43312,-82.9103,707 Vernier Rd,5,3706,11:19.7
6682,North Huron School,232205,43.939039,-83.004587,21 Main St,5,3754,11:19.7
6683,North Muskegon High School,231527,43.257578,-86.268393,1507 Mills Ave,5,4193,11:19.7
6684,North Muskegon High School,232825,43.257578,-86.268393,1507 Mills Ave,5,4193,11:19.7
6685,Northport Public School,232830,45.128557,-85.618987,104 Wing St,5,4271,11:19.7
6686,Northview Alternative High School,231732,43.031921,-85.590709,3801 E Beltline Ave Ne,5,4197,11:19.7
6687,Northview High School,231733,43.04396,-85.620575,4451 Hunsberger Ave Ne,5,4197,11:19.7
6688,Northville High School,232835,42.411596,-83.495054,45700 6 Mile Rd,5,3672,11:19.7
6689,Cooke School,230495,42.441471,-83.491376,21200 Taft Rd,5,3672,11:19.7
6690,Northwest Alternative High School,232139,42.333072,-84.463031,6900 Rives Junction Rd,5,4067,11:19.7
6691,Northwest High School,232133,42.327639,-84.464306,4200 Van Horn Rd,5,4067,11:19.7
6692,Norway High School,231253,45.782289,-87.903761,300 Section St,5,4441,11:19.7
6693,Norway High School,232840,45.782289,-87.903761,300 Section St,5,4441,11:19.7
6694,Novi High School,232843,42.463211,-83.490985,24062 Taft Rd,5,3735,11:19.7
6695,Oak Park High School,232845,42.464497,-83.184768,13701 Oak Park Blvd,5,3716,11:19.7
6696,Oak Park Alternative Education Center,230240,42.45623,-83.173719,12901 Albany St,5,3716,11:19.7
6697,Oak Park Alternative Education Center,230663,42.45623,-83.173719,12901 Albany St,5,3716,11:19.7
6698,Nova Discipline Academy,230243,42.458267,-83.186476,22180 Parklawn St,5,3716,11:19.7
6699,Oakridge High School,232705,43.249554,-86.110225,5493 E. Hall Road,5,4193,11:19.7
6700,Okemos High School,232850,42.683035,-84.454118,2800 Jolly Rd,5,3909,11:19.7
6701,Olivet High School,231113,42.444544,-84.917057,255 First St,5,4008,11:19.7
6702,Olivet High School,232855,42.444544,-84.917057,255 1St St,5,4008,11:19.7
6703,Onaway Senior High School,232860,45.349283,-84.23383,4549 M-33 South Po Box 3307,5,4314,11:19.7
6704,Onekama Consolidated Schools,232865,44.362787,-86.200414,5016 Main Street,5,4274,11:19.7
6705,Onsted Community High School,230898,42.001093,-84.190055,10109 Slee Rd,5,4091,11:19.7
6706,Onsted Community High School,232870,42.007537,-84.182082,Po Box 220,5,4091,11:19.7
6707,Ontonagon Area School,232875,46.869648,-89.297623,701 Parker Road,5,4468,11:19.7
6708,Orchard View Community Education,230283,43.233119,-86.201518,1074 Shonat St,5,4193,11:19.7
6709,Orchard View High School,232706,43.254208,-86.191181,16 N Quarter Line,5,4193,11:19.7
6710,Dollar Bay Tamarack City Area K12 School,231265,47.118487,-88.507787,48475 Maple Dr. Po Box 371,5,4426,11:19.7
6711,Oscoda Area High School,232890,44.424792,-83.380384,3550 East River Road,5,3941,11:19.7
6712,Otsego West Campus High School,230017,42.453886,-85.710995,570 Washington St,5,4010,11:19.7
6713,Otsego High School,232895,42.456488,-85.708847,540 Washington Street,5,4010,11:19.7
6714,Ovid Elsie High School,230677,43.045313,-84.389146,8989 E Colony Rd,5,3894,11:19.7
6715,Ovid Elsie High School,230854,43.045313,-84.389146,8989 E Colony Rd,5,3894,11:19.7
6716,Ovid Elsie High School,231354,43.045313,-84.389146,8989 E Colony Rd,5,3894,11:19.7
6717,Ovidelsie High School,231355,43.045313,-84.389146,8989 Colony Road,5,3894,11:19.7
6718,Owendale Gagetown High School,232910,43.728981,-83.264731,7166 E Main St,5,3942,11:19.7
6719,Lincoln Alternative High School,232932,42.98817,-84.160872,645 Alger Ave,5,3912,11:19.7
6720,Owosso High School,232915,43.012362,-84.160479,765 E North St,5,3912,11:19.7
6721,Oxford High School,232935,42.838935,-83.262357,745 N Oxford Rd,5,3734,11:19.7
6722,Oxford Bridges High School,230322,42.825345,-83.235296,1420 E Lakeville Rd,5,3734,11:19.7
6723,Oxford Bridges High School,231318,42.825345,-83.235296,1420 E Lakeville Rd,5,3734,11:19.7
6724,Oxford Schools Early College,231658,42.825199,-83.264894,10 N Washington St,5,3734,11:19.7
6725,Oxford Schools Early College,232939,42.825199,-83.264894,10 N Washington St,5,3734,11:19.7
6726,Oxford Crossroads Day School,230407,42.815091,-83.232329,810 James Hunt Dr,5,3734,11:19.7
6727,Barclay Hills Education Center,230222,42.317992,-85.567013,1125 E Mosel Ave,5,3929,11:19.7
6728,Parchment High School,232943,42.332584,-85.553501,1916 E G Ave,5,3929,11:19.7
6729,Cedar Street Community And Family Center,230543,42.221088,-85.884322,555 Cedar St,5,4011,11:19.7
6730,Paw Paw High School,232950,42.223015,-85.856775,30609 Red Arrow Highway,5,4011,11:19.7
6731,Peck Community Elementary School,232955,43.258551,-82.82742,222 East Lapeer Street,5,3800,11:19.7
6732,Pellston Middle High School,232965,45.552567,-84.782122,172 Park St,5,4317,11:19.7
6733,Pennfield Senior High School,230185,42.37012,-85.136605,8299 Pennfield Rd,5,3989,11:19.7
6734,Pentwater Public School,232970,43.783734,-86.425811,600 Park St,5,4218,11:19.7
6735,Perry High School,232980,42.833983,-84.216526,2555 Britton Rd,5,3915,11:19.7
6736,Petoskey High School,232990,45.371468,-84.937741,1500 Hill St,5,4318,11:19.7
6737,Pewamo-Westphalia High School,233000,42.940342,-84.837487,5101 Clintonia Rd,5,3982,11:19.7
6738,Pickford Public School,233005,46.160488,-84.360882,333 Pleasant St,5,4319,11:19.7
6739,Pinckney  Community High School,233015,42.450719,-83.936127,10255 Dexter-Pinckney Rd,5,3692,11:19.7
6740,Pinconning High School,233020,43.853258,-83.967217,605 W 5Th St,5,3821,11:19.7
6741,Pine River Area High School,233605,44.03807,-85.45394,17445 Pine River Rd,5,4350,11:19.7
