ID,HS_NAME,HS_CEEB_CODE,HS_LATITUDE,HS_LONGITUDE,HS_ADDRESS,HS_STATE_TYPE_ID,HS_CITY_TYPE_ID,DBT_SYNCED_AT
36377,Arlington High School Career Center,480035,48.168064,-122.116077,18821 Crown Ridge Blvd,48,28784,11:19.7
36378,Stillaguamish Valley School,480036,48.197804,-122.113905,1215 E 5Th St,48,28784,11:19.7
36379,Weston High School,480037,48.155911,-122.166879,4407 172Nd St Ne,48,28784,11:19.7
36380,Sisco Heights Christian School,480038,48.132883,-122.086531,15029 Mcelroy Road,48,28784,11:19.7
36381,Summit Atlas,480039,47.517087,-122.377972,9601 35Th Ave Sw,48,28766,11:19.7
36382,Asotin High School,480040,46.33933,-117.04821,Po Box 489,48,29229,11:19.7
36383,Auburn Mountainview High School,480044,47.341983,-122.17187,28900 124Th Ave Se,48,28749,11:19.7
36384,Auburn Adventist Academy,480045,47.280878,-122.163966,5000 Auburn Way S,48,28749,11:19.7
36385,Auburn Riverside High School,480046,47.267765,-122.222178,501 Oravetz Rd Se,48,28749,11:19.7
36386,Muckleshoot Tribal School,480048,47.264257,-122.138094,15209 Se 376Th St,48,28749,11:19.7
36387,West Auburn Senior High School,480049,47.308619,-122.23456,401 W Main St,48,28749,11:19.7
36388,Discovery High School,480050,45.594721,-122.462288,5125 Nan Henriksen Way,48,28955,11:19.7
36389,Leadership Preparatory Academy,480051,47.672875,-122.201598,316 4Th Ave S,48,28753,11:19.7
36390,Washington Connections Academy,480052,46.983164,-122.904166,111 Tumwater Blvd Se Ste B203,48,28910,11:19.7
36391,Rainier Christian High School,480053,47.308515,-122.074114,19830 Se 328Th Pl,48,28749,11:19.7
36392,Firm Foundation Christian School,480054,45.766826,-122.562265,1919 Sw 25Th Ave,48,28952,11:19.7
36393,Auburn High School,480055,47.308596,-122.219705,711 E Main St,48,28749,11:19.7
36394,Cam High School,480056,45.786198,-122.545968,715 Nw Onsdorff Blvd,48,28952,11:19.7
36395,Thomas Jefferson High School,480058,47.344233,-122.27897,4248 S 288Th,48,28749,11:19.7
36396,Summit View High School,480059,45.803592,-122.531645,Po Box 200,48,28952,11:19.7
36397,Battle Ground High School,480060,45.780947,-122.542161,400 W Main St,48,28952,11:19.7
36398,Dartmoor School,480061,47.631239,-122.164892,2340 130Th Ave Ne Ste 110,48,28738,11:19.7
36399,Columbia Adventist Academy,480062,45.759303,-122.558611,11100 Ne 189Th St,48,28952,11:19.7
36400,North Mason High School,480063,47.416262,-122.844261,150 E North Mason School Rd,48,28916,11:19.7
36401,Bellevue Christian School,480065,47.624875,-122.209779,1601 98Th Ave Ne,48,28738,11:19.7
36402,Academic Institute Inc.,480066,47.632626,-122.155222,2495 140Th Ave Ne Ste D210,48,28738,11:19.7
36403,Eastside Catholic High School,480067,47.607374,-122.025873,232 228Th Ave Se,48,28765,11:19.7
36404,International School,480068,47.604032,-122.170582,445 128Th Ave Se,48,28738,11:19.7
36405,Interlake High School,480069,47.629366,-122.124116,16245 Ne 24Th St,48,28738,11:19.7
36406,Bellevue Senior High School,480070,47.604406,-122.197681,10416 Se Wolverine Way,48,28738,11:19.7
36407,Newport High School,480071,47.567723,-122.171789,4333 Factoria Blvd Se,48,28738,11:19.7
36408,Sammamish High School,480072,47.608461,-122.152303,100 140Th Ave Se,48,28738,11:19.7
36409,The Overlake School,480073,47.692553,-122.066248,20301 Ne 108Th St,48,28759,11:19.7
36410,Meridian High School,480080,48.856063,-122.491544,194 W Laurel Rd,48,28778,11:19.7
36411,Lummi High School,480081,48.728571,-122.654294,2334 Lummi View Dr,48,28778,11:19.7
36412,Sehome High School,480083,48.728214,-122.479763,2700 Bill Mcdonald Pkwy,48,28778,11:19.7
36413,Wellspring Community School,480084,48.724524,-122.486597,920 24Th Street,48,28778,11:19.7
36414,Kiona-Benton High School,480085,46.316294,-119.493013,1205 Horne Rd Po Box 488,48,29207,11:19.7
36415,Explorations Academy,480086,48.752793,-122.47263,1701 Ellis St Ste 215,48,28778,11:19.7
36416,Options High School,480088,48.757454,-122.470994,2015 Franklin St,48,28778,11:19.7
36417,Bickleton High School,480090,45.997692,-120.302635,100 E Market St,48,29209,11:19.7
36418,Squalicum High School,480091,48.784185,-122.423332,3773 E Mcleod Rd,48,28778,11:19.7
36419,Eastside Academy,480092,47.626409,-122.205161,1717 Bellevue Way Ne,48,28738,11:19.7
36420,Pacific Crest Innovation Academy,480093,45.758053,-121.648034,1142 Jessup Rd,48,28953,11:19.7
36421,Bellingham High School,480094,48.756653,-122.474097,2020 Cornwall Ave,48,28778,11:19.7
36422,Blaine High School,480095,48.993605,-122.73724,1055 H St,48,28779,11:19.7
36423,Eagle Harbor High School,480096,47.635559,-122.512245,9530 Ne High School Rd,48,28775,11:19.7
36424,River Homelink,480097,45.783389,-122.542339,400 N Parkway Ave,48,28952,11:19.7
36425,Northshore Networks,480098,47.777899,-122.190496,3300 Monte Villa Pkwy,48,28740,11:19.7
36426,Heritage Christian School,480099,48.171851,-122.091061,10310 Ne 195Th St,48,28740,11:19.7
36427,Bothell High School,480100,47.75986,-122.218848,9130 Ne 180Th St,48,28740,11:19.7
36428,Inglemoor High School,480101,47.740644,-122.222788,15500 Simonds Rd Ne,48,28751,11:19.7
36429,Cedar Park Christian School,480102,47.746646,-122.189392,16300 112Th Ave Ne,48,28740,11:19.7
36430,Bremerton High School,480103,47.573347,-122.638571,1500 13Th St,48,28814,11:19.7
36431,Crosspoint Academy,480106,47.600263,-122.70925,4012 Chico Way Nw,48,28814,11:19.7
36432,Renaissance High School,480107,47.564046,-122.661339,3400 1St St,48,28814,11:19.7
36433,Brightmont Academy - Woodinville,480108,47.75553,-122.161708,13300 Ne 175Th St Ste 1,48,28764,11:19.7
36434,Secondary Academy For Success,480109,47.797982,-122.200225,22107 23Rd Dr Se,48,28740,11:19.7
36435,Brewster High School,480110,48.09598,-119.78062,Po Box 97,48,29024,11:19.7
36436,Bonney Lake High School,480111,47.15937,-122.168827,10920 199Th Avenue Ct E,48,28888,11:19.7
36437,Windward High School,480112,48.861113,-122.608561,Po Box 698,48,28823,11:19.7
36438,Saint Paul's Academy - Upper School,480113,48.770569,-122.490832,1509 E Victor St,48,28778,11:19.7
36439,Bellevue Big Picture School,480114,47.592088,-122.141141,14844 Se 22Nd St,48,28738,11:19.7
36440,Bridgeport High School,480115,47.99788,-119.408702,P O Box 1060,48,29025,11:19.7
36441,Woodinville Montessori School,480116,47.766904,-122.18329,19102 North Creek Pkwy,48,28740,11:19.7
36442,Columbia Virtual Academy Kettle Falls,480117,48.598775,-118.060141,1275 Juniper St,48,29137,11:19.7
36443,Hockinson High School,480118,45.733954,-122.499666,16819 Ne 159Th St,48,28954,11:19.7
36444,Skagit Adventist School,480119,48.47965,-122.312748,530 N Section St,48,28781,11:19.7
36445,North River High School,480120,46.77616,-123.484572,2867 N River Rd,48,28966,11:19.7
36446,East Valley Online Learning,480121,47.692138,-117.195387,3830 N Sullivan Rd Bldg 1,48,29155,11:19.7
36447,High Tech High School,480122,47.234122,-119.854781,404 1St Ave Sw,48,29055,11:19.7
36448,Collins High School,480123,47.152347,-122.079177,Po Box 1684,48,28849,11:19.7
36449,Excel Public Charter School,480124,47.428937,-122.195443,19300 108Th Ave Se,48,28752,11:19.7
36450,White River High School,480125,47.152347,-122.079177,Po Box 1683,48,28849,11:19.7
36451,Green Hill Academic School,480126,46.649348,-122.961174,375 Sw 11Th St,48,28919,11:19.7
36452,Columbia High School,480128,46.200045,-119.007701,787 Maple St,48,29210,11:19.7
36453,Insight School Of Washington,480129,47.228743,-122.471283,2601 S 35Th St Ste 100,48,28893,11:19.7
36454,Burlington-Edison High School,480130,48.477678,-122.341718,301 N Burlington Blvd,48,28781,11:19.7
36455,Puget Sound Skills Center,480131,47.441075,-122.322927,18010 8Th Ave S,48,28766,11:19.7
36456,Explorer Academy,480132,47.522791,-122.62613,2689 Hoover Ave Se,48,28880,11:19.7
36457,Highline Choice Academy,480133,47.437849,-122.324998,18367 8Th Ave S,48,29908,11:19.7
36458,Highline Big Picture High School,480134,47.436936,-122.327568,440 S 186Th St,48,28766,11:19.7
36459,Vashon Island High School,480135,47.423143,-122.45687,9600 Sw 204Th St,48,28763,11:19.7
36460,Pacific Learning Academy,480136,47.583917,-122.034347,2908 228Th Ave Se Ste B,48,28765,11:19.7
36461,Fresh Start Program,480137,47.246626,-122.524136,6501 S 19Th St,48,28893,11:19.7
36462,Union High School,480139,45.62456,-122.468255,6201 Nw Friberg Strunk St,48,28955,11:19.7
36463,Camas High School,480140,45.612573,-122.39661,26900 Se 15Th St,48,28955,11:19.7
36464,Summit Classical Christian School,480141,47.56846,-121.904126,32725 Se 42Nd St,48,28747,11:19.7
36465,Seattle Voctech School,480142,47.608141,-122.140783,15015 Main St Ste 208,48,28738,11:19.7
36466,Three Springs High School,480143,47.543145,-117.547123,12414 S Andrus Rd,48,29097,11:19.7
36467,Cedarcrest High School,480145,47.735635,-121.952476,29000 Ne 150Th St,48,28744,11:19.7
36468,Hayes Freedom High School,480146,45.592737,-122.401166,1919 Ne Ione St,48,28955,11:19.7
36469,Selah Academy,480149,46.653586,-120.533828,308 W Naches Ave,48,29085,11:19.7
36470,Riverview Learning Center Parade,480150,47.652342,-121.907976,32302 Ne 50Th St,48,28743,11:19.7
36471,Cashmere High School,480155,47.51315,-120.479061,329 Tigner Rd,48,29027,11:19.7
36472,Castle Rock High School,480160,46.281608,-122.919845,5180 Westside Hwy,48,28958,11:19.7
36473,South Whidbey Academy,480161,48.004609,-122.412388,5675 Maxwelton Rd,48,28797,11:19.7
36474,Wahkiakum High School,480165,46.214628,-123.334899,Po Box 398,48,28959,11:19.7
36475,Washington Grad Assessment Alternative,480166,47.043081,-122.899763,600 Washington St Se Ospi,48,28908,11:19.7
36476,PRIDE Prep School,480167,47.657435,-117.398292,811 E Sprague Ave Ste B2,48,29155,11:19.7
36477,Centralia High School,480170,46.726424,-123.003573,813 Eshom Rd,48,28918,11:19.7
36478,W.F. West High School,480175,46.649547,-122.948857,342 Sw 16Th St,48,28919,11:19.7
36479,Chelan High School,480180,47.835034,-120.020738,215 West Webster Post Office Box 369,48,29028,11:19.7
36480,Cheney High School,480185,47.497986,-117.576915,460 N 6Th St,48,29097,11:19.7
36481,Jenkins High School,480190,48.293181,-117.739245,Po Box 138,48,29122,11:19.7
36482,Chimacum High School,480195,48.01092,-122.76878,Po Box 278,48,28815,11:19.7
36483,Palouse Junction High School,480198,46.590118,-118.897786,Po Box 829,48,29212,11:19.7
36484,Clallam Bay High School,480200,48.252073,-124.260442,16933 Highway 112 Post Office Box 337,48,28816,11:19.7
36485,Clarkston High School,480205,46.410724,-117.044772,401 Chestnut St,48,29230,11:19.7
36486,Cle Elum-Roslyn High School,480210,47.202101,-120.965193,2692 State Route 903,48,29069,11:19.7
36487,Wellington Day School,480211,47.97632,-122.357693,6451 Harding Ave,48,28787,11:19.7
36488,Swiftwater Learning Center,480213,47.202101,-120.965193,2690 State Route 903,48,29069,11:19.7
36489,Colfax High School,480215,46.891779,-117.361539,1110 N Morton St,48,29124,11:19.7
36490,Walla Walla Valley Academy,480220,46.046604,-118.400055,300 Sw Academy Way,48,29211,11:19.7
36491,College Place High School,480221,46.030884,-118.387588,1755 S College Ave,48,29211,11:19.7
36492,Colton High School,480225,46.566887,-117.129851,706 Union St,48,29125,11:19.7
36493,Colville High School,480235,48.548692,-117.906524,154 Highway 20 E,48,29126,11:19.7
36494,Panorama School,480236,48.543138,-117.89706,225 S Hofstetter St,48,29126,11:19.7
36495,Johnson Christian School,480237,48.457363,-117.879807,661 Highway 395 S,48,29126,11:19.7
36496,Concrete High School,480240,48.532399,-121.76022,7830 Superior Avenue,48,28788,11:19.7
36497,Connell High School,480245,46.662717,-118.871173,1100 W Clark Rd,48,29212,11:19.7
36498,Lake Roosevelt High School,480255,47.971858,-118.970915,505 Crest Dr,48,29128,11:19.7
36499,Coupeville High School,480260,48.207557,-122.685968,501 S Main St,48,28790,11:19.7
36500,Kentwood Christian Academy,480264,47.366391,-122.12389,26223 164 Ave Se,48,28752,11:19.7
36501,Highland High School,480265,46.674621,-120.713392,17000 Summitview Road Po Box 38,48,29070,11:19.7
36502,Creston High School,480270,47.644181,-118.450679,Southeast 485 E St,48,29129,11:19.7
36503,Curlew High School,480275,48.894734,-118.669864,Po Box 370,48,29130,11:19.7
36504,Cusick High School,480280,48.337061,-117.296604,305 Monumental Rd,48,29131,11:19.7
36505,Darrington High School,480285,48.239542,-121.589209,Po Box 27,48,28792,11:19.7
36506,Davenport Junior Senior High School,480290,47.651596,-118.151092,801 7Th St,48,29180,11:19.7
36507,Dayton High School,480295,46.31702,-117.973986,614 S 3Rd St,48,29156,11:19.7
36508,Deer Park High School,480300,47.95434,-117.47689,Po Box 550,48,29099,11:19.7
36509,Mount Baker Senior High School,480305,48.80177,-122.091834,Po Box 95,48,28794,11:19.7
36510,Evergreen Lutheran High School,480307,47.190558,-122.392213,7306 Waller Rd E,48,28893,11:19.7
36511,Kent Mountain View Academy,480309,47.400136,-122.287699,22420 Military Rd S,48,28766,11:19.7
36512,Washington Virtual Academy,480311,47.228743,-122.471283,2601 S 35Th St Ste 100,48,28893,11:19.7
36513,Easton High School,480315,47.232953,-121.177187,Po Box 8,48,29071,11:19.7
36514,Orcas Island High School,480320,48.699243,-122.901996,715 School Rd,48,28795,11:19.7
36515,Orcas Christian School,480321,48.6983,-122.908083,107 Enchanted Forest Rd,48,28795,11:19.7
36516,Oasis K-12,480322,48.698704,-122.903181,611 School Rd,48,28795,11:19.7
36517,Eastmont High School,480332,47.410976,-120.273104,955 3Rd St Ne,48,29045,11:19.7
36518,Eatonville High School,480335,46.904844,-122.30141,Po Box 699,48,28818,11:19.7
36519,Meadowdale Senior High School,480342,47.845639,-122.315592,6002 168Th St Sw,48,28755,11:19.7
36520,Mountlake Terrace High School,480343,47.801751,-122.288215,21801 44Th Ave W,48,28770,11:19.7
36521,Edmonds-Woodway High School,480344,47.804986,-122.33793,7600 212Th St Sw,48,28745,11:19.7
36522,Solomon International School,480345,47.791023,-122.341606,8021 230Th St Sw,48,28745,11:19.7
36523,Christian Heritage School,480346,47.501624,-117.950932,48009 Ida Ave E,48,29100,11:19.7
36524,Ellensburg Christian School,480349,47.028084,-120.48998,Post Office Box 426,48,29072,11:19.7
36525,Ellensburg High School,480350,46.991608,-120.528636,1203 E Capitol Ave,48,29072,11:19.7
36526,Elma High School,480355,47.00433,-123.435881,1235 Monte Elma Rd,48,28920,11:19.7
36527,Mary M. Knight High School,480360,47.19934,-123.432433,2987 W Matlock Brady Rd,48,28920,11:19.7
36528,Entiat High School,480370,47.664507,-120.22598,2650 Entiat Way,48,29032,11:19.7
36529,Cascade Independent School,480373,47.208201,-121.994538,1849 Marshall Ave,48,28746,11:19.7
36530,Enumclaw High School,480375,47.19318,-122.005641,226 Semanski St,48,28746,11:19.7
36531,Ephrata Senior High School,480380,47.325325,-119.550593,333 4Th Ave Nw,48,29033,11:19.7
36532,Prove Alternative High School,480382,48.084826,-121.964165,205 North Alder,48,28827,11:19.7
36533,Cascade Senior High School,480383,47.924971,-122.221615,801 East Casino Road,48,28776,11:19.7
36534,Aces High School,480384,47.910067,-122.242498,9700 Holly Dr,48,28776,11:19.7
36535,Everett High School,480385,47.985682,-122.208603,2416 Colby Ave,48,28776,11:19.7
36536,Mariner High School,480387,47.88749,-122.236277,200 120Th St Sw,48,28776,11:19.7
36537,Valley View Christian School,480389,47.909377,-122.189867,9717 31St Ave Se,48,28776,11:19.7
36538,Sequoia High School,480390,47.970982,-122.211286,3516 Rucker Ave,48,28776,11:19.7
36539,Archbishop Murphy High School,480391,47.880885,-122.178383,12911 39Th Ave Se,48,28776,11:19.7
36540,Career Academy At Truman High School,480394,47.31929,-122.298832,31455 28Th Ave S,48,28737,11:19.7
36541,Decatur High School,480395,47.316911,-122.367852,2800 Southwest 320Th Street,48,28737,11:19.7
36542,Federal Way Senior High School,480397,47.327157,-122.314266,30611 16Th Avenue South,48,28737,11:19.7
36543,Ferndale High School,480400,48.861113,-122.608561,Po Box 428,48,28823,11:19.7
36544,Todd Beamer High School,480401,47.277471,-122.314373,35999 16Th Ave S,48,28737,11:19.7
36545,Internet Academy,480402,47.31929,-122.298832,31455 28Th Ave S,48,28737,11:19.7
36546,Forks High School,480405,47.947914,-124.382133,261 S Spartan Ave,48,28821,11:19.7
36547,Federal Way Public Academy,480406,47.291225,-122.322004,34620 9Th Ave S,48,28737,11:19.7
36548,Federal Way Open Doors,480407,47.31929,-122.298832,31455 28Th Ave S,48,28737,11:19.7
36549,Freeman High School,480408,47.519637,-117.196173,14626 S Jackson Rd,48,29167,11:19.7
36550,Friday Harbor High School,480410,48.535676,-123.020808,45 Blair Po Box 458,48,28825,11:19.7
36551,Spring Street International School,480413,48.532011,-123.020156,505 Spring St,48,28825,11:19.7
36552,Griffin Bay High School,480419,48.533628,-123.020563,285 Blair Ave Po Box 458,48,28825,11:19.7
36553,Peninsula High School,480420,47.386727,-122.623434,14105 Purdy Ln Nw,48,28819,11:19.7
36554,Gig Harbor High School,480421,47.330261,-122.606513,5101 Rosedale St Nw,48,28819,11:19.7
36555,Henderson B. High School,480422,47.33318,-122.60332,8402 Skansie Ave.,48,28819,11:19.7
36556,Harbor Christian Schools,480423,47.317367,-122.6048,4819 Hunt St Nw Po Box 2135,48,28819,11:19.7
36557,Glenwood High School,480425,46.018875,-121.291005,320 N Bunnell St,48,28989,11:19.7
36558,Goldendale High School,480430,45.813564,-120.814126,525 E Simcoe Dr,48,28990,11:19.7
36559,Grandview High School,480440,46.251759,-119.924374,1601 W 5Th St,48,29074,11:19.7
36560,Graham-Kapowsin High School,480442,47.057508,-122.286772,22100 108Th St,48,28874,11:19.7
36561,Granger High School,480445,46.347223,-120.190306,701 E Ave,48,29075,11:19.7
36562,Granite Falls High School,480450,48.086555,-122.000129,1401 100Th St Ne,48,28827,11:19.7
36563,Mica Peak High School,480451,47.658336,-117.201167,15111 E Sprague Ave Ste B,48,29173,11:19.7
36564,Crossroads High School,480452,48.084826,-121.964165,205 N Alder Ave,48,28827,11:19.7
36565,Harrington High School,480460,47.478233,-118.254439,Po Box 204,48,29190,11:19.7
36566,Hoquiam High School,480475,46.980956,-123.912804,501 W Emerson Ave,48,28926,11:19.7
36567,Columbia High School,480480,48.150398,-118.077422,Po Box 7,48,29133,11:19.7
36568,Ilwaco High School,480485,46.317185,-123.999449,Po Box F,48,28994,11:19.7
36569,Inchelium High School,480490,48.301277,-118.198598,2 Hornet Ave Po Box 285,48,29134,11:19.7
36570,Selkirk Junior-Senior High School,480495,48.757871,-117.414088,10372 Sr 31,48,29135,11:19.7
36571,Brightmont Academy - Sammamish,480498,47.564815,-122.003334,4588 Klahanie Dr Se Ste 401,48,28750,11:19.7
36572,Issaquah High School,480500,47.522364,-122.028713,700 2Nd Ave Se,48,28750,11:19.7
36573,Skyline High School,480501,47.600043,-122.031414,1122 228Th Ave Se,48,28765,11:19.7
36574,Liberty High School,480502,47.480074,-122.117751,16655 Se 136Th St,48,28771,11:19.7
36575,Crescent School,480505,48.136178,-123.745757,50350 Hwy 112,48,28857,11:19.7
36576,Kahlotus High School,480510,46.677852,-118.53374,Po Box 69,48,29160,11:19.7
36577,Kelso Virtual Academy,480513,46.143284,-122.892241,1904 Allen St,48,28996,11:19.7
36578,Kalama Senior High School,480515,46.008029,-122.838264,548 China Garden Rd,48,28995,11:19.7
36579,Mid-Columbia Partnership,480517,46.205868,-119.127268,201 S Garfield St,48,29161,11:19.7
36580,Legacy High School,480518,46.199646,-119.182653,4624 W 10Th Ave,48,29161,11:19.7
36581,Phoenix High School,480519,46.205608,-119.136255,1315 W 4Th Ave,48,29161,11:19.7
36582,Kelso High School,480520,46.143284,-122.892241,1904 Allen St,48,28996,11:19.7
36583,Three Rivers Christian School,480522,46.165277,-122.988252,2441 42Nd Ave,48,29000,11:19.7
36584,Kamiakin High School,480524,46.217679,-119.18626,600 N Arthur St,48,29161,11:19.7
36585,Kennewick High School,480525,46.205868,-119.127268,201 S Garfield St,48,29161,11:19.7
36586,Kent Phoenix Academy,480528,47.366511,-122.19318,11000 Se 264Th St,48,28752,11:19.7
36587,Koinonia High School,480529,46.243206,-119.144508,4116 Agate,48,29206,11:19.7
36588,River View High School,480530,46.155253,-119.037182,36509 S Lemon Dr,48,29161,11:19.7
36589,Southridge High School,480531,46.173717,-119.199812,3520 Southridge Blvd,48,29161,11:19.7
36590,SPECTRUM Community School,480532,47.795059,-122.516587,9918 Ne West Kingston Road,48,28860,11:19.7
36591,Faith Academy Christian School,480534,47.366668,-122.102877,26201 180Th Southeast,48,28752,11:19.7
36592,Kent-Meridian High School,480535,47.373405,-122.207622,10020 Se 256Th St,48,28752,11:19.7
36593,Kentridge Senior High School,480536,47.416673,-122.17396,12430 Se 208Th St,48,28752,11:19.7
36594,Mount Rainier High School,480538,47.399884,-122.307715,22450 19Th Ave S,48,29908,11:19.7
36595,Kentwood Senior High School,480539,47.370027,-122.119306,25800 164Th Ave Se,48,28752,11:19.7
36596,Kettle Falls High School,480540,48.61074,-118.05582,Po Box 458,48,29137,11:19.7
36597,Emerson High School,480542,47.655298,-122.195553,10903 Ne 53Rd St,48,28753,11:19.7
36598,Juanita High School,480543,47.715498,-122.198624,10601 Ne 132Nd St,48,28753,11:19.7
36599,Lake Washington High School,480545,47.673427,-122.180865,12033 Ne 80Th St,48,28753,11:19.7
36600,Lake Washington Technical Academy,480546,47.703078,-122.16522,11605 132Nd Ave Ne,48,28753,11:19.7
36601,Eastlake High School,480548,47.613403,-122.030801,400 228Th Ave Ne,48,28765,11:19.7
36602,Kentlake High School,480549,47.331285,-122.057259,21401 Se Falcon Way,48,28752,11:19.7
36603,Kittitas High School,480550,46.986262,-120.418992,Patrick And Pierce Streets Post Office Box 599,48,29077,11:19.7
36604,Puget Sound Adventist Academy,480551,47.656545,-122.195495,5320 108Th Ave Ne,48,28753,11:19.7
36605,International Community School,480552,47.663874,-122.191596,11133 Ne 65Th St,48,28753,11:19.7
36606,The Futures School,480553,47.715498,-122.198624,10601 Ne 132Nd St,48,28753,11:19.7
36607,Kingston High School,480554,47.799311,-122.520887,26201 Siyaya Ave Ne,48,28860,11:19.7
36608,iGrad Academy,480556,47.370948,-122.201729,25668 104Th Ave Se,48,28752,11:19.7
36609,Cascade Vista Baptist School,480558,47.415352,-122.187357,11517 Se 208Th St,48,28752,11:19.7
36610,TAF At Saghalie,480559,47.297576,-122.354993,33914 19Th Ave Sw,48,28737,11:19.7
36611,Klickitat High School,480560,45.82111,-121.15684,98 School Dr Po Box 37,48,28997,11:19.7
36612,Eastside Preparatory School,480564,47.643625,-122.198994,10613 Ne 38Th Pl,48,28753,11:19.7
36613,La Center High School,480565,45.864994,-122.65772,725 Highland Road Po Box 1780,48,28998,11:19.7
36614,Pope John Paul II High School,480566,47.037354,-122.808872,5608 Pacific Ave Se,48,28909,11:19.7
36615,South Sound High School,480567,47.052453,-122.824165,411 College St Ne,48,28909,11:19.7
36616,Christian Life School,480568,47.037814,-122.831536,4205 Lacey Boulevard,48,28909,11:19.7
36617,North Thurston High School,480570,47.051945,-122.832132,600 Sleater Kinney Rd Ne,48,28909,11:19.7
36618,Temple Baptist Academy,480571,47.0134,-122.822417,3806 College Street Southeast,48,28909,11:19.7
36619,Timberline High School,480572,47.007419,-122.799394,6120 Mullen Rd Se,48,28909,11:19.7
36620,River Ridge High School,480574,47.056191,-122.751914,350 River Ridge Dr Se,48,28909,11:19.7
36621,La Conner High School,480575,48.414123,-122.508364,Po Box 2103,48,28831,11:19.7
36622,La Crosse High School,480580,46.813283,-117.876327,111 Hill Ave,48,29138,11:19.7
36623,Firwood Secondary,480583,47.181477,-122.559374,8805 Steilacoom Blvd Sw,48,28907,11:19.7
36624,Northwest Career And Technical High School,480584,47.174646,-122.49265,4500 Steilacoom Blvd Sw,48,28907,11:19.7
36625,Lake Stevens High School,480585,48.023664,-122.079061,2908 113Th Ave Ne,48,28832,11:19.7
36626,Lakewood High School,480586,47.978985,-122.202079,Po Box 10,48,28796,11:19.7
36627,Lakes High School,480588,47.162828,-122.575481,10320 Farwest Dr Sw,48,28907,11:19.7
36628,Harrison Preparatory School,480589,47.175083,-122.506673,9103 Lakewood Dr Sw,48,28907,11:19.7
36629,Island Christian Academy,480592,48.014812,-122.408768,5373 Maxwelton Rd,48,28797,11:19.7
36630,South Whidbey High School,480595,48.004609,-122.412388,5675 Maxwelton Rd,48,28797,11:19.7
36631,Homelink,480597,48.019737,-122.066035,2202 123Rd Ave Ne,48,28832,11:19.7
36632,Cascade High School,480605,47.602066,-120.654659,10190 Chumstick Hwy,48,29046,11:19.7
36633,Upper Valley Christian School,480609,47.593875,-120.669113,111 Ski Hill Dr,48,29046,11:19.7
36634,Mark Morris High School,480623,46.144396,-122.936885,1602 Mark Morris Ct,48,29000,11:19.7
36635,Robert A. Long High School,480625,46.14048,-122.955829,2903 Nichols Blvd,48,29000,11:19.7
36636,High Praise Education,480626,46.164182,-122.942318,3225 Columbia Hghts,48,29000,11:19.7
36637,Lopez High School,480630,48.492042,-122.897293,86 School Rd,48,28798,11:19.7
36638,Lyle High School,480635,45.68716,-121.24963,Po Box 368,48,29001,11:19.7
36639,Covenant Christian High School,480640,48.970899,-122.406843,9088 Northwood Road,48,28801,11:19.7
36640,Lynden Christian School,480645,48.949943,-122.443598,515 Drayton Street,48,28801,11:19.7
36641,Edmonds Elearning Academy,480646,47.811831,-122.333786,7501 208Th St Sw,48,28755,11:19.7
36642,Lynden High School,480647,48.95216,-122.428343,1201 Bradley Rd,48,28801,11:19.7
36643,Lynnwood High School,480649,47.835774,-122.239748,18218 North Rd,48,28740,11:19.7
36644,Mabton High School,480650,46.165237,-120.050377,Po Box 38,48,29078,11:19.7
36645,Cedar Park Christian School,480653,47.784698,-122.305567,23607 54Th Ave W,48,28770,11:19.7
36646,Scriber Lake High School,480654,47.788736,-122.366889,23200 100Th Ave W,48,28745,11:19.7
36647,Mansfield High School,480655,47.847735,-119.525987,Po Box 188,48,29050,11:19.7
36648,Edmonds Heights K-12,480657,47.788736,-122.366889,23200 100Th Ave W,48,28745,11:19.7
36649,Providence Classical Christian,480658,47.76451,-122.179989,18943 120Th Ave Ne,48,28740,11:19.7
36650,Cornerstone Christian School,480659,48.962544,-122.405707,8872 Northwood Road,48,28801,11:19.7
36651,Tahoma Senior High School,480665,47.357668,-122.02883,23499 Se Tahoma Way,48,28767,11:19.7
36652,Columbia River Christian Academy,480671,48.613364,-118.09734,1086 Highway 395 N,48,29137,11:19.7
36653,Marysville On-Line Virtual Education,480673,48.067269,-122.173927,4220 80Th St Ne,48,28804,11:19.7
36654,Grace Academy,480679,48.071915,-122.14006,8521 67Th Ave Ne,48,28804,11:19.7
36655,Marysville Pilchuck High School,480682,48.095825,-122.154041,5611 108Th St Ne,48,28804,11:19.7
36656,Highland Christian Schools,480683,48.181498,-121.959469,Po Box 3337,48,28784,11:19.7
36657,Legacy High School,480684,48.061557,-122.195077,7204 27Th Ave Ne,48,28804,11:19.7
36658,Mead Senior High School,480685,47.769874,-117.414692,302 W Hastings Rd,48,29155,11:19.7
36659,Five Mile Prairie School,480686,47.736677,-117.454179,8621 N Five Mile Rd,48,29155,11:19.7
36660,Mount Spokane High School,480687,47.788422,-117.323144,6015 E Mt Spokane Park Dr,48,29113,11:19.7
36661,Medical Lake High School,480690,47.576264,-117.680728,200 E Barker St,48,29114,11:19.7
36662,Willapa Valley High School,480695,46.514625,-123.76903,Po Box 128,48,28927,11:19.7
36663,Hillside Student Community,480697,47.557005,-122.126426,5027 159Th Pl Se,48,28738,11:19.7
